,news,countALI,propAN,countDTS,txtSZ,countCAPS,txt
0,1,9,0.8147862918752407,0,5194,30,"PSD exige envolvimento da população de Matosinhos nos Planos de Emergência da Galp Energia - Local - PUBLICO.PT Quer estar actualizado ao minuto? Faça do Público a sua HP Sim Não, obrigado X 12 de Agosto de 2011 Life&Style | Fugas | Ípsilon | Guia do lazer | Cinecartaz | Inimigo Público | Siga-nos: Facebook Twitter RSS Mobile iPhone Vídeo Preparação de salada de gaspacho com polvo cozido Fotogaleria A fortaleza de Valença à média luz Antevisão da Pública Amazónia, violência e majestade Jornal do Dia | Vídeos | Multimédia | Infografias | Blogues | Dossiers | METEO | Iniciativas | Classificados | Contactos | Assinaturas | Loja | Mundo Política Economia Desporto Sociedade Educação Ciências Ecosfera Cultura Local Media Tecnologia Mais Mais canais no PUBLICO.PT Regresso ao Iraque Reportagens de Sofia Lorena e Nuno Ferreira Santos Especial África do Sul As reportagens de Alexandra Lucas Coelho e Pedro Cunha Especial Saramago Tudo sobre a vida e obra do Nobel da Literatura Edição Ultra-leve Versão ultra-leve das notícias de última hora do Publico.pt Público para Cegos Edição digital do Público para cegos Público na Escola Projecto de incentivo ao uso dos media na escola Meteorologia Previsão do tempo para os próximos dias Explosão e fogo na refinaria PSD exige envolvimento da população de Matosinhos nos Planos de Emergência da Galp Energia 11.08.2011 - 14:17 Por Lusa Votar   |   0 votos  21 de 34 notícias em Local « anterior seguinte » O PSD de Matosinhos voltou hoje a exigir que a população local seja envolvida nos Planos de Emergência da refinaria da Galp Energia, em Leça da Palmeira, onde esta madrugada se registou uma explosão seguida de um incêndio. “A Comissão Política do PSD de Matosinhos renova a exigência de que as populações locais sejam envolvidas nos Planos de Emergência da Petrogal, já existentes, bem como nos Planos de Emergência que deverão ser elaborados para os depósitos de combustível e para os silos”, refere o comunicado, hoje enviado. Os sociais-democratas defendem ainda que tal envolvimento “tem de passar pela participação das populações em acções de simulacro”, bem como na participação activa na definição e acompanhamento” dos planos. Uma explosão ocorreu esta madrugada, cerca da 1h40, num tanque de acumulação de águas da refinaria, de onde resultou um foco de incêndio que foi extinto por meios internos. A Galp Energia anunciou que está já em curso uma investigação para apurar as circunstâncias que conduziram que levaram à explosão e incêndio, de onde não resultaram danos pessoais e as condições de funcionamento da instalação não foram afectadas. O PSD de Matosinhos diz esperar tal resultado, exigindo “a sua divulgação pública de forma a permitir o seu conhecimento pelos moradores do concelho de Matosinhos e, em particular, pelos residentes nas áreas adjacentes à refinaria”. Os social-democratas alertam ainda para o facto de existirem, no concelho de Matosinhos, “outros pontos de elevado risco para a segurança de pessoas e bens”, nomeadamente, “os depósitos de combustível situados em diferentes locais do concelho e os silos da doca de Leixões”. “Ambos os casos são situações de grave risco que infelizmente não dispõem dos meios próprios eficazes para acudir a qualquer eventual situação de emergência, situação que o PSD de Matosinhos há muito denuncia, perante a irresponsabilidade e autismo da Câmara Municipal de Matosinhos e da Administração dos Portos do Douro e Leixões (APDL)”, remata o PSD. Corrigir Provedor do Leitor Feedback Diminuir Aumentar Estatísticas 140 leitores 1 comentários SIGA-NOS Twitter Facebook RSS Funcionalidades Diminuir Aumentar Comentar Imprimir Enviar Corrigir Provedor Feedback Partilhar URL desta Notícia http://publico.pt/1507236 Comentário + votado SEGURANÇA Já é tempo das pessoas pensarem,no numero de acidentes que ocorreram nos últimos anos,e que uma ... Anónimo 11.08.2011 17:33 Assinaturas Assine o Público Digital a partir de 2,30 € euros e aceda a todos os conteúdos exclusivos que temos para si. Pub Pub Exclusivo Assinantes DESTAQUE Candidatos não poupam no momento de investir OPINIÃO Domingos Ferreira Too big to bail out P2 Raquel Almeida Correia Estes consumidores devem estar loucos! Ípsilon Gonçalo Tocha a acompanhar o mundo a acontecer Assine o Público Digital a partir de 2,30 € e aceda a todos os conteúdos exclusivos que temos para si. Assinar . Já é assinante? Faça login. Pub Imobiliário Carga e Transportes Mais 25 camiões e 30 colaboradores Transportes Freitas fornece Galp mas vai internacionalizar-se De 6 a 14 e fim-de-semana de 20 e 21 Semana Náutica em Ilhavo Swiss World Cargo e Tap são membros Associação defende carga aérea na Suiça X Mais em Local (22 de 34 artigos) Incêndio levou ao corte da Linha da Beira Alta Pub Política mais Mundo mais Desporto mais Economia mais Educação mais Sociedade mais Ecosfera mais Ciências mais Local mais Cultura mais Tecnologia mais Media mais © 2011 PÚBLICO Comunicação Social SA - Directora: Bárbara Reis - Directora executiva: Simone Duarte - Coordenador: Sérgio B. Gomes - Editor: Luciano Alvarez Editor de comunidades: Alexandre Martins - Webmaster: Paulo Almeida - Publicidade - Webdesign - Provedor dos Leitores"
1,1,4,0.8022695035460993,0,3525,18,"Revista de imprensa de Ambiente de 4 de Maio - Media - PUBLICO.PT 06 de Maio de 2010 11º - 19º Lisboa Ípsilon | Guia do lazer | Cinecartaz | Inimigo Público | Peso e Medida | | | | | | Siga-nos em: Infografia Retrato do catolicismo em Portugal Samuel Maoz ""Vale tudo para chegar à paz. Menos matar"" FACEBOOK Siga o PÚBLICO Jornal do Dia | PDF | Vídeos | Multimédia | Infografias | Blogues | Dossiers | Iniciativas | Leilões | Assinaturas | Loja | Mundo Política Economia Desporto Sociedade Educação Ciências Ecosfera Cultura Local Media Tecnologia Mais Mais canais no PUBLICO.PT Edição Ultra-leve Versão ultra-leve das notícias de última hora do Publico.pt Público para Cegos Edição digital do Público para cegos Público na Escola Projecto de incentivo ao uso dos media na escola Meteorologia Previsão do tempo para os próximos dias Jornais do dia Revista de imprensa de Ambiente de 4 de Maio 04.05.2010 - 08:27 Votar   |   0 votos  12 de 16 notícias em Media « anterior seguinte » ""Diário de Notícias"" Ambiente: mais terras portuguesas no pacto de alterações climáticas. Golfo do México: Irão quer ajudar EUA na luta contra a maré negra. Investigação: cientistas recriaram sangue de mamute. Frio não afectava a sua acção. Galp une-se à Petrobras no biodiesel. EDP investe 260 milhões em nova barragem de Fridão, no rio Tâmega. ""Correio da Manhã"" Risco de explosão nuclear no Tejo. Submarino britânico com avaria ""grave"" navegou em Portugal e atracou em Lisboa. Trás-os-Montes: Limpar Portugal recolheu 190 toneladas de lixo naquela região. Vouzela: câmara está a limpar vários hectares de floresta na Serra da Penoita e no Monte da Senhora do Castelo. Portas de Ródão: 200 pessoas descem o Tejo em canoa para alertar para a defesa do rio. EDP: Fridão avança. ""Jornal de Notícias"" Captura do meixão à tela não vai acabar no Minho, pelo menos até à próxima época. Ambinergia é ""meca"" do sector durante quatro dias. Maré negra gigantesca no Golfo. ""i"" Irão oferece ajuda aos EUA na limpeza da maré negra. Galp e Petrobras criam joint venture na área dos biocombustíveis. ""Diário Económico"" Merkel patrocina aposta nos carros eléctricos, sem subsídios. Berlim rejeita incentivos à compra de carros, mas reforça investigação com 12 milhões de euros. EUA: Maré negra pode durar três meses. Nutroton investe na energia eólica na Madeira em 2011. ""Jornal de Negócios"" Petrobras junta-se à Galp na exploração da costa alentejana. Em menos de uma semana, a petrolífera brasileira deu dois passos de aproximação à Galp, primeiro no petróleo e depois nos biocombustíveis. BP garante que vai suportar custos pela maré negra em Louisiana. EDP recebe autorização para barragem de Fridão. Corrigir Provedor do Leitor Feedback Diminuir Aumentar 2 leitores 0 comentários SIGA-NOS Twitter Facebook RSS Funcionalidades Diminuir Aumentar Comentar Imprimir Enviar Corrigir Provedor Feedback Partilhar URL desta Notícia http://publico.pt/1435343 Comentário + votado Pub Últimas + Lidas + Comentadas + Enviadas Pub Jornal do dia jornal.publico.pt Pub Imobiliário Carga e Transportes Loja Público loja.publico.pt Pub Política mais Mundo mais Desporto mais Economia mais Educação mais Sociedade mais Ecosfera mais Ciências mais Local mais Cultura mais Tecnologia mais Media mais © 2010 PÚBLICO Comunicação Social SA - Directora: Bárbara Reis - Coordenador editorial do Publico.pt: Sérgio B. Gomes - Editor de comunidades: Alexandre Martins Coordenador-geral: Pedro Ferreira - Webmaster: Paulo Almeida - Publicidade - Webdesign - Provedor dos Leitores"
2,0,1,0.7994269340974212,1,3490,39,"DN - Diário de Notícias Última hora   Bahrein: EUA ""inquietos"" com detenções de... Japão/sismo: Balanço da catástrofe ultrapassou... Líbia: Uma ação militar possível ""nas horas""... Nuclear/Japão: Corrente elétrica restabelecida... Portas sobe o preço de uma coligação com... PSD: Miguel Macedo afirma que Sócrates devia... Senegal: Governo denuncia conspiração para... Japão/sismo: Um homem encontrado vivo oito... Endereço único para aceder ao site do DN Candidatos à presidência do Sporting em debate Início Desporto Cartaz Bolsa Gente Especiais Galerias Arquivo 19/03/2011 | 06:26  |   |  login DN Mobile | Iniciativas DN | Assine o DN | Classificados | Loja do Jornal Portugal Globo Economia Ciência Artes TV & Media Opinião Pessoas Especiais PUBLICIDADE últimas +lidas +comentadas +pesquisadas Líbia: Bombardeamentos no sudoeste de Benghazi - AFP Internet: A criação de endereços em .xxx autorizada Costa do Marfim: Estados Unidos condenam ""violência cega de Gbagbo"" Bahrein: EUA ""inquietos"" com detenções de opositores Japão/sismo: Balanço da catástrofe ultrapassou os 7.000 mortos confirmados - polícia Líbia: Uma ação militar possível ""nas horas"" seguintes à cimeira de Paris - França Revista de Imprensa Subsídio de férias em risco Japão/sismo Balanço oficial: Mais de 16.600 mortos e desaparecidos Revista de Imprensa Internacional França preparada para atacar Kadhafi em poucas horas Euronext Lisboa PSI 20 acentua ganhos impulsionado por subida da Galp Homossexualidade Figuras públicas ""devem assumir orientação sexual"" Parlamento Debate parlamentar sem qualquer vestígio de entendimento Parlamento Debate parlamentar sem qualquer vestígio de entendimento Entrevista DN/TSF: Augusto Santos Silva ""Debate no Parlamento pode fazer com que País se suicide"" PEC Costa diz que está esclarecido em relação ao ministro Homossexualidade Figuras públicas ""devem assumir orientação sexual"" Revista de Imprensa Subsídio de férias em risco AGRESSÕES A LEONOR CIPRIANO Tribunal confirma condenação de inspectores da PJ brasil governo sombra japão necrologia jorge costa acidente Março CLASSIFICADOS emprego japao PATROCÍNIO Inquérito DN Em caso de eleições antecipadas, PSD e CDS devem correr: Em coligação pré-eleitoral? Em listas separadas? Ou com acordo para depois das eleições? Cada Utilizador só pode dar uma resposta   Ver Resultados Em caso de eleições antecipadas, PSD e CDS devem correr: Em coligação pré-eleitoral? :        Em listas separadas? :        Ou com acordo para depois das eleições? :        Voltar à votação Guias de Saúde A COLECÇÃO GUERRA COLONIAL LIVRO Grande Investigação DN Todas as Iniciativas DN Tags mais populares Galeria   Kadhafi   Kate Middleton   Mari Luz   CDS-PP   media   África   Cinema   Líbia   Alberto Martins   Antidoping   doping   Fotos   José Sócrates   Ásia   Espanha   Europa   Justiça   música   Cartaz Humphrey Bogart Portugal 100 anos da República Portugal Grande Entrevista Desporto Todas as notícias Voltar ao Topo Início Desporto Cartaz Bolsa Gente Especiais Galerias Arquivo Portugal Globo Economia Ciência Artes TV & Media Opinião Pessoas Diário de Notícias, 2009 © Todos os direitos reservados | Termos de Uso e Política de Privacidade | Ficha Técnica | Publicidade | Contactos   Açoriano Oriental | Diário de Notícias | DN Madeira | Jornal do Fundão | Jornal de Notícias | Ocasião-Classificados | O Jogo | SportTV | TSF   Assinaturas | Bilhetes | Classificados Tuti | Cosmos | Loja do Jornal | Lovemail | ManagerZone | Power Soccer"
3,0,1,0.7763509898341359,1,5607,143,"Clube dos Portugueses - Antena 3   TV RTP 1 21:00 ENTREVISTA: PINTO DA COSTA É o homem que mais títulos ganhou Mas os deste... RTP 2 20:00 DIREITO DE ANTENA: CAMPANHA ELEITORAL PARA A ASSEMBLEIA DA REPÚBLICA Os... RTP Açores 18:55 ESTAÇÃO DE SERVIÇO RTP Madeira 19:19 MADEIRA VIVA RTP Memória 19:05 HÁ CONVERSA RTP Internacional 01:30 RUMOS RTP África 19:30 REPÓRTER ÁFRICA RTP N 21:00 NOITE INFORMATIVA DIRETO RTP Mobile 19:00 CAMPANHA ELEITORAL DIRETO Links Úteis   Programação   Programas de A a Z   TV em Direto   Programas On-Demand   Provedor do Telespectador   Rede de Satélites RTPi   RÁDIO Antena 1 TARDE - ANTENA 1 (2ª PARTE) Direto Antena 2 BAILE DE MÁSCARAS Direto Antena 3 MÓNICA MENDES Direto RDP África TARDE INFORMATIVA Direto RDP Internacional JORNAL DE CAMPANHA - LEGISLATIVAS 2011 Direto RDP Açores Antena1 LEGISLATIVAS 2011 - JORNAL DE CAMPANHA Direto RDP Madeira Antena1 SÍNTESE DESPORTIVA ANTENA 1 Direto RDP Madeira Antena3 PLAYLIST (MADEIRA) Direto Lusitânia Ruas de Lisboa - Carlos Mendes Direto Antena 1 Vida Consultório Linguístico - Teresa Morgado e Dr. Aníbal Pedra Direto Vivace 6 últimas canções op.74 - Chopin Direto Rock Bloodbuzz Ohio - The National Direto Dance The Boxer - Chemical Brothers Direto Links Úteis   Programação   Programas A-Z   Rádio em Direto   Programas On-Demand   Podcasts   Provedor do Ouvinte   75 Anos da Rádio Conferência Internacional - ""Rádio em Portugal e o Futuro""   Rede de Satélites RTPi   NOTÍCIAS Na esteira do PSD CDS-PP também quer mexer nos feriados Últimas   Ajuda externa : Teixeira dos Santos diz que taxa de juro ""é a melhor possível""   Ajuda externa : UE emite 4,75 mil milhões de dívida para financiar resgates a Portugal e Irlanda   Energia : Parceiro da Galp no Brasil terá até 25 por cento do capital Links Úteis   Destaques e Últimas   O Meu Telejornal   Vídeos   Áudios   Bolsa   Trânsito   Meteorologia   Blogues   DESPORTO Novo técnico Domingos é um ""treinador de sucesso"", diz Godinho Lopes Últimas   Liga Europa : PGR recebe queixa contra Pinto da Costa por alegado jantar com árbitro do FC Porto-Villarreal   Roland Garros : Djokovic entra ""a esmagar"" em Paris   Promete ""mesma paixão"" : Mourinho pede mais atos que palavras no ""fair-play"" Links Úteis   Destaques e Últimas   O Meu Telejornal   Vídeos   Áudios   Liga Sagres   Liga dos Campeões   Liga Europa   Mundial 2010   RTP Play José Sócrates e Passos Coelho Gala Magazine Cultural Eleições 2011 - Entrevistas a candidatos A Fuga da Arte Costa a Costa Links Úteis   TV em Direto   Rádio em Direto   Programas TV   Programas RÁDIO   Podcasts   Videocasts   Emissão RTP Açores   ZIG ZAG OOglies Tontos, divertidos, sempre a pregarem partidas Dr. W Um cientista doido e divertido Os disparates de Totó Links Úteis   Mini Guia TV Toda a programação para os mais pequeninos   Programas de A a Z   Jogos Tanta diversão junta e que pode participar   Imagina...   Imprime e Recorta   Desenhos   MAIS     Sugerimos: Último a Sair ,  Café Central ,  Um Poema Por Semana ,  Cinemax , Fórmula1 ,  À Noite As Notícias ,  Teletexto , MasterChef - Inscrições   Entretenimento Sugestões , Jogos , Família RTP , Comunidades RTP e muito mais   A Empresa Contactos | Feedback | Imprensa | Código Ética | Contrato Concessão TV & Lei da Rádio | Provedores | Conselho Opinião   | Recrutamento   Eleições 2011 Especial Eleições 2011 , Frente a Frente ,  Portugal e o Futuro - Entrevistas , Notícias   Museu & Documentação Estúdio Virtual | Arquivo Histórico | Centro de Documentação | Arquivo de Música Escrita | Exposição 50 Anos | Carro de Exteriores   Mobile Aplicação Android; RTP Mobile | Versões móveis do sítio RTP: m.rtp.pt ; i.rtp.pt    MÓNICA MENDES MÓNICA MENDES 10:00   ANA GALVÃO  13:00   RUI ESTÊVÃO  19:00   PROVA ORAL  20:00   BONS RAPAZES  22:00   PORTUGÁLIA  23:00   CAIXA DE RITMOS  00:00   INDIEGENTE  Vê em directo o estúdio da Antena 3! Clica aqui e espreita a nossa webcam. Homepage/Destaques   Programação Rádio Programas A-Z   TERMINAL 3 Últimas + Lidas + Comentadas ÁUDIO Prog. On-Demand Podcast VÍDEO ANTENA3.tv Passatempos Clube dos Portugueses Blogues Índice A3-30 Cinema WWW   Sugerir Rádio a Amigo!   Perfil da Rádio Frequências Feedback & Contactos Rui Vargas Rui Estêvão M Prova Oral Mazgani apresenta ""Song of Distance"" Bons Rapazes The Diogo Beja Show Homens da Luta Sub-Grave Ambientassons Rimas e Batidas Alta Tensão DJ Vibe Início/Destaques Artistas/Bandas The Underdogs todos os artigos relacionados com este artista/banda Vídeo: ""She is La"" 2011-04-20 Últimas + Lidas + Comentadas 23/05 - SBSR cartaz fechado, The National na 3, Bon Iver na internet 20/05 - Arctic Monkeys, CCBeat até sábado, novidades no Optimus Alive 19/05 - Serralves em Festa, Clubbing na Casa da Música, CCBeat na 3 18/05 - Wild Beasts em Coura, Jane`s Addiction no Alive, Lady Gaga 17/05 - Pearl Jam 20 anos, Laurent Garnier em Lx, CCBeat na 3 16/05 - Novidades em Paredes de Coura, Twin Shadow, Buraka no Alive 13/05 - Groundation, Adele vs Lady Gaga, novidades no Optimus Alive 12/05 - Chapel Club em Coura, Zé Pedro (Xutos), Arctic Monkeys 11/05 - Bob Marley na 3, 30 Seconds to Mars em pausa, Norberto Lobo 10/05 - Homens da Luta, Fest MED, Ronnie Vannucci (Killers) novo single Prova Oral Fernando Alvim | Xana Alves A Cultura é uma Profissão Bons Rapazes quinta feira 19 de maio 2011 ODAJOANA RIMAS E BATIDAS INDIEGENTE Queres ser o primeiro a saber? Subscrever! TV & RÁDIO: Programação Rádio Ouvir Emissão Programas On-Demand Antena 3.tv Podcasts NOTÍCIAS: Terminal 3 + Lidas + Comentadas EXCLUSIVOS: Passatempos Clube dos Portugueses Blogues Índice A3-30 COMUNIDADES:"
